96996086	521911
97193092	521959
97394095	521998
97592431	522053
97795852	522090
97994082	522153
98194184	522153
98394095	522196
98595490	522222
98796320	522249
98994163	522286
99196334	522316
99394196	522322
99597004	522328
99794086	522333
99994096	522380
100191160	522402
100397102	522405
100594143	522417
100795126	522440
100997081	522475
101194807	522499
101395182	522459
101594195	522475
101792087	522517
102019227	522529
102197852	522508
102395483	522535
102596089	522556
102791390	522545
102996091	522532
103197085	522500
103396087	522431
103597089	522429
103798085	522404
104017099	522359
104197089	522357
104397086	522369
104594094	522349
104796598	522354
104996364	522384
105196333	522328
105392305	522273
105597087	522290
105797091	522282
105998089	522318
106197222	522320
106397153	522275
106595132	522279
106798087	522227
106996140	522156
107198529	522035
107394058	521960
107596089	521831
107798192	521727
107993971	521709
108196187	521718
108397131	521661
108597093	521667
108797100	521629
108997086	521590
109197082	521581
109397094	521557
109597099	521516
109796090	521472
110002092	521428
110197105	521370
110397126	521357
110595089	521298
110797131	521237
110998085	521198
111197181	521167
111401248	521161
111597093	521200
111798133	521203
111997065	521233
112197141	521241
112397929	521223
112595126	521238
112796090	521220
113000099	521223
113190862	521205
113396132	521221
113595175	521195
113796093	521194
113996089	521186
114196089	521230
114395153	521203
114596181	521171
114797103	521130
114994088	521089
115196120	521003
115394140	520991
115594107	520947
115793127	520874
115997092	520876
116196396	520814
116397013	520761
116596362	520727
116796283	520676
116997153	520641
117197099	520591
117398085	520536
117598152	520492
117795146	520487
117997182	520468
118198150	520443
118392177	520400
118596090	520388
118799282	520371
119002794	520362
119199085	520334
119397084	520349
119597081	520315
119797104	520230
120006704	520239
120198716	520208
120398091	520157
120598091	520137
120799609	520071
120994084	519997
121198086	519932
121396091	519956
121597129	519902
121798090	519813
121997129	519826
122197244	519793
122397088	519810
122599269	519856
122801292	519796
122999197	519630
123201050	519522
123397731	519479
123592088	519450
123795202	519423
123996086	519554
124197895	519575
124395099	519634
124597080	519727
124796087	519743
124996090	519743
125196090	519814
125394703	519830
125596188	519858
125795594	519895
125996144	519859
126193097	519978
126395597	520112
126596126	520119
126797434	520198
126997143	520315
127197132	520300
127397146	520447
127599086	520430
127797192	520436
127998130	520405
128198087	520393
128398086	520472
128598486	520566
128792092	520568
128998023	520483
129198681	520398
129396088	520393
129596124	520422
129797098	520392
129997084	520438
130197093	520440
130397086	520566
130598088	520685
130798121	520819
131000064	520789
131199538	520829
131394084	520839
131598131	520829
131800384	520914
132000443	520877
132198089	520857
132400237	520893
132599185	520873
132802087	520952
133001101	521007
133199101	521024
133401954	521058
133600133	521070
133798506	521066
133995155	521103
134197981	521175
134398243	521209
134597090	521211
134799299	521202
134999090	521234
135200092	521307
135400090	521319
135600161	521372
135799596	521361
136000090	521272
136200395	521182
136398092	521213
