75788132	307455966	1039296727	522459	0.289	1.025	1.897	2.281	2.661	0.036
75992347	307456008	1039296780	522473	0.310	1.025	1.893	2.334	2.358	0.045
76194084	307456053	1039296827	522453	0.333	1.027	1.892	2.651	2.185	0.235
76392089	307456102	1039296872	522442	0.326	1.028	1.889	2.679	2.007	0.224
76593098	307456153	1039296912	522404	0.357	1.030	1.888	2.865	1.779	0.202
76789148	307456208	1039296946	522408	0.349	1.031	1.885	3.083	1.491	0.129
76992096	307456264	1039296975	522404	0.355	1.032	1.882	2.996	1.144	0.162
77193153	307456321	1039296998	522409	0.376	1.033	1.882	3.214	0.942	0.125
77392457	307456379	1039297013	522373	0.375	1.033	1.879	3.273	0.530	0.121
77593086	307456439	1039297021	522382	0.400	1.034	1.877	3.289	0.233	0.148
77793259	307456500	1039297025	522387	0.396	1.037	1.879	3.452	0.065	0.048
77991095	307456561	1039297022	522337	0.396	1.039	1.877	3.398	-0.310	0.078
78192284	307456622	1039297015	522311	0.404	1.040	1.877	3.420	-0.412	0.104
78396404	307456683	1039297006	522294	0.386	1.042	1.876	3.401	-0.477	-0.075
78593092	307456743	1039296996	522281	0.401	1.043	1.878	3.353	-0.532	-0.054
78794089	307456804	1039296986	522316	0.396	1.046	1.879	3.409	-0.517	-0.064
78995153	307456866	1039296978	522411	0.389	1.048	1.880	3.390	-0.391	-0.066
79193300	307456928	1039296970	522384	0.393	1.051	1.881	3.500	-0.349	-0.037
79389814	307456991	1039296967	522390	0.400	1.054	1.883	3.420	0.033	-0.115
79594137	307457054	1039296969	522414	0.417	1.057	1.886	3.480	0.011	-0.048
79795124	307457118	1039296973	522434	0.419	1.060	1.888	3.535	0.202	0.033
79995151	307457182	1039296980	522471	0.411	1.062	1.889	3.411	0.331	-0.128
80194095	307457246	1039296989	522480	0.406	1.064	1.892	3.568	0.373	-0.037
80395127	307457311	1039296998	522465	0.379	1.066	1.892	3.573	0.552	-0.041
80594146	307457376	1039297011	522405	0.368	1.066	1.893	3.482	0.741	-0.049
80795161	307457440	1039297029	522349	0.357	1.066	1.895	3.547	1.030	-0.009
80992087	307457504	1039297051	522285	0.357	1.066	1.897	3.427	1.145	0.031
81192096	307457564	1039297074	522251	0.368	1.067	1.902	3.339	1.027	-0.060
81392102	307457625	1039297096	522199	0.360	1.067	1.907	3.423	1.096	0.006
81595093	307457687	1039297116	522166	0.358	1.066	1.911	3.418	0.848	-0.012
81795178	307457750	1039297136	522147	0.365	1.066	1.916	3.593	0.964	0.033
